"test","loc","genotype","code","fc","pc","note1","note2","year","rep","plot","md","lod","ht","yield","sdwt","sq","pro","oil","p_o","id","ag_score","hif_family","allele_call","shriveled","det","linolenic","oleic","herbicide","shrivel"
"LO-HP 6","Cla","RM19-3873","14","p","T",NA,NA,2020,2,40,63,2.5,36,1005,14.2,2.5,NA,NA,NA,"40*RM19-3873*LO-HP 6*Cla*2020*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","RM19-3873","14","p","T",NA,NA,2020,3,43,65,NA,NA,1403.5,14.6,NA,NA,NA,NA,"43*RM19-3873*LO-HP 6*Cla*2020*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","RM19-3875","15","w","T",NA,NA,2020,1,3,59,2,36,1414.5,15.8,2,NA,NA,NA,"3*RM19-3875*LO-HP 6*Cla*2020*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","RM19-3875","15","w","T",NA,NA,2020,2,37,61,2.5,38,1364.9,16.2,2,NA,NA,NA,"37*RM19-3875*LO-HP 6*Cla*2020*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","RM19-3875","15","w","T",NA,NA,2020,3,59,61,NA,NA,1013.2,14.5,NA,NA,NA,NA,"59*RM19-3875*LO-HP 6*Cla*2020*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","RM19-3877","16","p","G",NA,NA,2020,1,17,56,2.5,40,1815.3,14.4,2,NA,NA,NA,"17*RM19-3877*LO-HP 6*Cla*2020*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","RM19-3877","16","p","G",NA,NA,2020,2,23,56,2.5,36,1308.1,14.6,2,NA,NA,NA,"23*RM19-3877*LO-HP 6*Cla*2020*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","RM19-3877","16","p","G",NA,NA,2020,3,48,61,NA,NA,1205.8,16.4,NA,NA,NA,NA,"48*RM19-3877*LO-HP 6*Cla*2020*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Dunphy","17","p","G",NA,NA,2020,1,4,57,1.5,31,1670.2,15.5,2,NA,NA,NA,"4*Dunphy*LO-HP 6*Cla*2020*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Dunphy","17","p","G",NA,NA,2020,2,36,53,1.5,33,1576.4,15.8,2,NA,NA,NA,"36*Dunphy*LO-HP 6*Cla*2020*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Dunphy","17","p","G",NA,NA,2020,3,52,55,NA,NA,1126.4,15.7,NA,NA,NA,NA,"52*Dunphy*LO-HP 6*Cla*2020*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Dilday","18","p","G",NA,NA,2020,1,15,55,2.5,36,1539.3,15.4,2,NA,NA,NA,"15*Dilday*LO-HP 6*Cla*2020*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Dilday","18","p","G",NA,NA,2020,2,35,55,2,38,1489.3,14.5,2.5,NA,NA,NA,"35*Dilday*LO-HP 6*Cla*2020*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Dilday","18","p","G",NA,NA,2020,3,56,55,NA,NA,1553.3,16.2,NA,NA,NA,NA,"56*Dilday*LO-HP 6*Cla*2020*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N16-607","19","p","T",NA,NA,2020,1,13,49,2.5,37,1393.8,14.3,2,NA,NA,NA,"13*N16-607*LO-HP 6*Cla*2020*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N16-607","19","p","T",NA,NA,2020,2,27,48,3,36,1450.4,13.3,2,NA,NA,NA,"27*N16-607*LO-HP 6*Cla*2020*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N16-607","19","p","T",NA,NA,2020,3,55,52,NA,NA,1362.4,14.5,NA,NA,NA,NA,"55*N16-607*LO-HP 6*Cla*2020*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0269","2","p","T",NA,NA,2020,1,10,53,1.5,36,1172.1,13.6,1,NA,NA,NA,"10*N19-0269*LO-HP 6*Cla*2020*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0269","2","p","T",NA,NA,2020,2,39,51,2,38,1112.3,13,1,NA,NA,NA,"39*N19-0269*LO-HP 6*Cla*2020*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0269","2","p","T",NA,NA,2020,3,58,52,NA,NA,1161.5,13.5,NA,NA,NA,NA,"58*N19-0269*LO-HP 6*Cla*2020*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Young","20","w","G",NA,NA,2020,1,18,55,2,42,1273,13.4,2,NA,NA,NA,"18*Young*LO-HP 6*Cla*2020*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Young","20","w","G",NA,NA,2020,2,25,56,2,42,1282.5,14.8,2,NA,NA,NA,"25*Young*LO-HP 6*Cla*2020*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","Young","20","w","G",NA,NA,2020,3,47,55,NA,NA,1172.3,14.8,NA,NA,NA,NA,"47*Young*LO-HP 6*Cla*2020*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0323","3","w","T","poor stand",NA,2020,1,20,50,1.5,32,1631.1,15.2,2,NA,NA,NA,"20*N19-0323*LO-HP 6*Cla*2020*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0323","3","w","T",NA,NA,2020,2,34,51,1.5,34,1518.6,15.5,2,NA,NA,NA,"34*N19-0323*LO-HP 6*Cla*2020*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0323","3","w","T",NA,NA,2020,3,57,50,NA,NA,1373.8,15,NA,NA,NA,NA,"57*N19-0323*LO-HP 6*Cla*2020*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0323-2","4","w","T",NA,NA,2020,1,2,50,1.5,33,1692.5,15.4,2,NA,NA,NA,"2*N19-0323-2*LO-HP 6*Cla*2020*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0323-2","4","w","T",NA,NA,2020,2,22,50,1.5,34,1523,15.2,2,NA,NA,NA,"22*N19-0323-2*LO-HP 6*Cla*2020*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0323-2","4","w","T",NA,NA,2020,3,45,52,NA,NA,1599.8,15.5,NA,NA,NA,NA,"45*N19-0323-2*LO-HP 6*Cla*2020*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0435","5","s","G",NA,NA,2020,1,8,55,2.5,38,1445.9,15.1,2,NA,NA,NA,"8*N19-0435*LO-HP 6*Cla*2020*5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0435","5","s","G",NA,NA,2020,2,21,56,2.5,40,1538.4,15.1,2,NA,NA,NA,"21*N19-0435*LO-HP 6*Cla*2020*5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0435","5","s","G",NA,NA,2020,3,41,58,NA,NA,1245.2,13.5,NA,NA,NA,NA,"41*N19-0435*LO-HP 6*Cla*2020*5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0672","6","p","G",NA,NA,2020,1,5,52,1.5,37,1587.6,13.2,2,NA,NA,NA,"5*N19-0672*LO-HP 6*Cla*2020*6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0672","6","p","G",NA,NA,2020,2,32,50,1.5,38,1384.8,12.5,2,NA,NA,NA,"32*N19-0672*LO-HP 6*Cla*2020*6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0672","6","p","G",NA,NA,2020,3,44,49,NA,NA,940.8,13.4,NA,NA,NA,NA,"44*N19-0672*LO-HP 6*Cla*2020*6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0676","7","p","G",NA,NA,2020,1,7,55,1,31,1373.2,17.2,2,NA,NA,NA,"7*N19-0676*LO-HP 6*Cla*2020*7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0676","7","p","G",NA,NA,2020,2,28,55,1,29,1100.9,14.8,2,NA,NA,NA,"28*N19-0676*LO-HP 6*Cla*2020*7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0676","7","p","G",NA,NA,2020,3,51,52,NA,NA,1475.6,16.2,NA,NA,NA,NA,"51*N19-0676*LO-HP 6*Cla*2020*7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0898","8","w","T",NA,NA,2020,1,14,61,2.5,35,1309.7,15.8,2,NA,NA,NA,"14*N19-0898*LO-HP 6*Cla*2020*8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0898","8","w","T",NA,NA,2020,2,29,59,2.5,36,1377.8,15.2,2,NA,NA,NA,"29*N19-0898*LO-HP 6*Cla*2020*8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0898","8","w","T",NA,NA,2020,3,50,60,NA,NA,1231.4,14.4,NA,NA,NA,NA,"50*N19-0898*LO-HP 6*Cla*2020*8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0899","9","p","G",NA,NA,2020,1,16,61,2.5,56,1482.6,14.8,2,NA,NA,NA,"16*N19-0899*LO-HP 6*Cla*2020*9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0899","9","p","G",NA,NA,2020,2,30,60,2,54,1625.8,15.5,2,NA,NA,NA,"30*N19-0899*LO-HP 6*Cla*2020*9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LO-HP 6","Cla","N19-0899","9","p","G",NA,NA,2020,3,49,56,NA,NA,1321.3,16,NA,NA,NA,NA,"49*N19-0899*LO-HP 6*Cla*2020*9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0004","1","w","T",NA,NA,2020,1,40,50,1.5,40,1547.3,15,1.5,NA,NA,NA,"40*N19-0004*LP 5E*Cla*2020*1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0004","1","w","T",NA,NA,2020,2,52,49,1.5,37,1312.1,15.5,2,NA,NA,NA,"52*N19-0004*LP 5E*Cla*2020*1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0004","1","w","T",NA,NA,2020,3,100,NA,NA,NA,1572.8,15.9,1.5,NA,NA,NA,"100*N19-0004*LP 5E*Cla*2020*1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0087","10","w","T",NA,NA,2020,1,2,42,1.5,30,1284.9,17.5,1.5,NA,NA,NA,"2*N19-0087*LP 5E*Cla*2020*10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0087","10","w","T",NA,NA,2020,2,86,42,1.5,33,1306.1,19.3,1.5,NA,NA,NA,"86*N19-0087*LP 5E*Cla*2020*10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0087","10","w","T",NA,NA,2020,3,91,NA,NA,NA,1443.2,18.5,1.5,NA,NA,NA,"91*N19-0087*LP 5E*Cla*2020*10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0095","11","p","T","Gs/gl",NA,2020,1,18,47,3.5,48,1167.7,16,2,NA,NA,NA,"18*N19-0095*LP 5E*Cla*2020*11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0095","11","p","T","Gs/gl",NA,2020,2,65,48,3,49,1222.4,17,2,NA,NA,NA,"65*N19-0095*LP 5E*Cla*2020*11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0095","11","p","T","Gs/gl",NA,2020,3,122,NA,NA,NA,1019.3,16.3,2.5,NA,NA,NA,"122*N19-0095*LP 5E*Cla*2020*11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0096","12","w","T",NA,NA,2020,1,35,39,1,33,1555.3,16.1,2,NA,NA,NA,"35*N19-0096*LP 5E*Cla*2020*12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0096","12","w","T",NA,NA,2020,2,80,41,1,24,706.1,14.5,2,NA,NA,NA,"80*N19-0096*LP 5E*Cla*2020*12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0096","12","w","T",NA,NA,2020,3,112,NA,NA,NA,1368.7,15.9,2,NA,NA,NA,"112*N19-0096*LP 5E*Cla*2020*12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0102","13","w","T",NA,NA,2020,1,19,49,2.5,57,1194.4,14.9,1.5,NA,NA,NA,"19*N19-0102*LP 5E*Cla*2020*13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0102","13","w","T",NA,NA,2020,2,70,44,2,48,1456.4,15.2,1.5,NA,NA,NA,"70*N19-0102*LP 5E*Cla*2020*13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0102","13","w","T","Gs",NA,2020,3,106,NA,NA,NA,1331.8,15.3,2,NA,NA,NA,"106*N19-0102*LP 5E*Cla*2020*13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0117","14","s","T",NA,NA,2020,1,34,46,1.5,34,1638.9,17.4,1.5,NA,NA,NA,"34*N19-0117*LP 5E*Cla*2020*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0117","14","s","T",NA,NA,2020,2,87,46,1.5,29,1379.2,16.3,1.5,NA,NA,NA,"87*N19-0117*LP 5E*Cla*2020*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0117","14","s","T",NA,NA,2020,3,129,NA,NA,NA,1573.3,16,1.5,NA,NA,NA,"129*N19-0117*LP 5E*Cla*2020*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0148","15","p","T",NA,NA,2020,1,43,40,3,59,1191.3,15.8,2,NA,NA,NA,"43*N19-0148*LP 5E*Cla*2020*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0148","15","p","T",NA,NA,2020,2,56,45,3,56,1108.8,16.1,1.5,NA,NA,NA,"56*N19-0148*LP 5E*Cla*2020*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0148","15","p","T",NA,NA,2020,3,114,NA,NA,NA,1446,16.6,2,NA,NA,NA,"114*N19-0148*LP 5E*Cla*2020*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0155","16","p","T",NA,NA,2020,1,4,45,3.5,48,1088.3,14,1.5,NA,NA,NA,"4*N19-0155*LP 5E*Cla*2020*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0155","16","p","T",NA,NA,2020,2,64,42,3,44,1216.3,13.7,2,NA,NA,NA,"64*N19-0155*LP 5E*Cla*2020*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0155","16","p","T",NA,NA,2020,3,116,NA,NA,NA,1564.9,14.5,2,NA,NA,NA,"116*N19-0155*LP 5E*Cla*2020*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0159","17","p","T",NA,NA,2020,1,21,47,2,47,1100.6,17.7,2.5,NA,NA,NA,"21*N19-0159*LP 5E*Cla*2020*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0159","17","p","T","Gs",NA,2020,2,51,56,1.5,43,775.6,14,3.5,NA,NA,NA,"51*N19-0159*LP 5E*Cla*2020*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0159","17","p","T",NA,NA,2020,3,132,NA,NA,NA,1400.2,16.9,2.5,NA,NA,NA,"132*N19-0159*LP 5E*Cla*2020*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0167","18","p","T",NA,NA,2020,1,44,39,2,41,1327.4,17.9,2.5,NA,NA,NA,"44*N19-0167*LP 5E*Cla*2020*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0167","18","p","T",NA,NA,2020,2,66,48,2,40,1072.1,16.5,2.5,NA,NA,NA,"66*N19-0167*LP 5E*Cla*2020*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0167","18","p","T",NA,NA,2020,3,118,NA,NA,NA,1278.2,17.5,2,NA,NA,NA,"118*N19-0167*LP 5E*Cla*2020*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0171","19","p","T",NA,NA,2020,1,3,48,2,58,1174.2,16.7,2,NA,NA,NA,"3*N19-0171*LP 5E*Cla*2020*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0171","19","p","T",NA,NA,2020,2,90,51,2,49,940.6,16.7,2,NA,NA,NA,"90*N19-0171*LP 5E*Cla*2020*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0171","19","p","T","Gs",NA,2020,3,125,NA,NA,NA,1284.7,17.5,2,NA,NA,NA,"125*N19-0171*LP 5E*Cla*2020*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0006","2","p","T",NA,NA,2020,1,42,47,2,43,1238.1,14.1,1.5,NA,NA,NA,"42*N19-0006*LP 5E*Cla*2020*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0006","2","p","T",NA,NA,2020,2,89,55,1,36,867.5,13.5,1.5,NA,NA,NA,"89*N19-0006*LP 5E*Cla*2020*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0006","2","p","T",NA,NA,2020,3,104,NA,NA,NA,1598.8,13.4,1.5,NA,NA,NA,"104*N19-0006*LP 5E*Cla*2020*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0174","20","p","T",NA,NA,2020,1,9,43,2,34,1679.7,15.7,2,NA,NA,NA,"9*N19-0174*LP 5E*Cla*2020*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0174","20","p","T",NA,NA,2020,2,83,48,1.5,28,1035,15.8,2,NA,NA,NA,"83*N19-0174*LP 5E*Cla*2020*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0174","20","p","T",NA,NA,2020,3,133,NA,NA,NA,1533.5,15.4,2,NA,NA,NA,"133*N19-0174*LP 5E*Cla*2020*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0195","21","p","G",NA,NA,2020,1,29,37,2,41,1100.3,14.5,2,NA,NA,NA,"29*N19-0195*LP 5E*Cla*2020*21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0195","21","p","G",NA,NA,2020,2,59,40,2.5,42,840.8,13.6,2.5,NA,NA,NA,"59*N19-0195*LP 5E*Cla*2020*21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0195","21","p","G",NA,NA,2020,3,92,NA,NA,NA,1499.1,15.5,2,NA,NA,NA,"92*N19-0195*LP 5E*Cla*2020*21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0208","22","w","G","Gs/gl",NA,2020,1,12,51,1.5,28,743.6,14,3.5,NA,NA,NA,"12*N19-0208*LP 5E*Cla*2020*22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0208","22","w","G",NA,NA,2020,2,60,47,1,25,523.4,11.6,4,NA,NA,NA,"60*N19-0208*LP 5E*Cla*2020*22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0208","22","w","G","Gs/gl",NA,2020,3,131,NA,NA,NA,1056.1,15.3,4,NA,NA,NA,"131*N19-0208*LP 5E*Cla*2020*22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0212","23","w","G",NA,NA,2020,1,37,45,2.5,33,1174.7,14.6,3,NA,NA,NA,"37*N19-0212*LP 5E*Cla*2020*23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0212","23","w","G",NA,NA,2020,2,47,40,2.5,37,1314.6,14.4,2.5,NA,NA,NA,"47*N19-0212*LP 5E*Cla*2020*23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0212","23","w","G",NA,NA,2020,3,105,NA,NA,NA,1318.1,14.6,3,NA,NA,NA,"105*N19-0212*LP 5E*Cla*2020*23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0219","24","w","G",NA,NA,2020,1,33,39,2,33,1317.8,13.7,2.5,NA,NA,NA,"33*N19-0219*LP 5E*Cla*2020*24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0219","24","w","G",NA,NA,2020,2,79,41,1.5,28,826.6,12.5,3,NA,NA,NA,"79*N19-0219*LP 5E*Cla*2020*24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0219","24","w","G","Gs/gl",NA,2020,3,111,NA,NA,NA,1519,14.5,2.5,NA,NA,NA,"111*N19-0219*LP 5E*Cla*2020*24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0231","25","s","T","Gs",NA,2020,1,10,48,3,39,1244.2,15.9,2.5,NA,NA,NA,"10*N19-0231*LP 5E*Cla*2020*25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0231","25","s","T",NA,NA,2020,2,46,40,1.5,34,1479.8,15.3,2,NA,NA,NA,"46*N19-0231*LP 5E*Cla*2020*25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0231","25","s","T",NA,NA,2020,3,117,NA,NA,NA,1384.2,16.1,2.5,NA,NA,NA,"117*N19-0231*LP 5E*Cla*2020*25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0232","26","w","T",NA,NA,2020,1,24,48,2.5,36,1443.6,14.1,2,NA,NA,NA,"24*N19-0232*LP 5E*Cla*2020*26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0232","26","w","T",NA,NA,2020,2,57,50,1.5,36,1262.4,13.6,2,NA,NA,NA,"57*N19-0232*LP 5E*Cla*2020*26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0232","26","w","T",NA,NA,2020,3,93,NA,NA,NA,1640,14.7,2,NA,NA,NA,"93*N19-0232*LP 5E*Cla*2020*26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0238","27","p","T",NA,NA,2020,1,20,42,1.5,31,1126.2,15.3,2,NA,NA,NA,"20*N19-0238*LP 5E*Cla*2020*27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0238","27","p","T",NA,NA,2020,2,85,44,2,34,1356.2,16.9,1.5,NA,NA,NA,"85*N19-0238*LP 5E*Cla*2020*27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0238","27","p","T",NA,NA,2020,3,97,NA,NA,NA,1705,16.2,2,NA,NA,NA,"97*N19-0238*LP 5E*Cla*2020*27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0255","28","p","T",NA,NA,2020,1,45,39,1,27,1498.6,13.2,1.5,NA,NA,NA,"45*N19-0255*LP 5E*Cla*2020*28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0255","28","p","T",NA,NA,2020,2,81,48,1.5,26,1148.4,12.6,2,NA,NA,NA,"81*N19-0255*LP 5E*Cla*2020*28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0255","28","p","T",NA,NA,2020,3,126,NA,NA,NA,1943.2,14.3,1.5,NA,NA,NA,"126*N19-0255*LP 5E*Cla*2020*28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0256","29","p","T",NA,NA,2020,1,7,46,2,31,1756.6,14.3,1.5,NA,NA,NA,"7*N19-0256*LP 5E*Cla*2020*29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0256","29","p","T",NA,NA,2020,2,54,42,1.5,33,1694.3,12.8,2,NA,NA,NA,"54*N19-0256*LP 5E*Cla*2020*29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0256","29","p","T",NA,NA,2020,3,101,NA,NA,NA,1854.1,14.7,1.5,NA,NA,NA,"101*N19-0256*LP 5E*Cla*2020*29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0008","3","w","T","Gs",NA,2020,1,36,41,2,35,1513.1,17.5,2,NA,NA,NA,"36*N19-0008*LP 5E*Cla*2020*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0008","3","w","T",NA,NA,2020,2,82,42,2,31,906.2,16.1,2,NA,NA,NA,"82*N19-0008*LP 5E*Cla*2020*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0008","3","w","T","Gs/gl",NA,2020,3,110,NA,NA,NA,1671.6,19.1,2,NA,NA,NA,"110*N19-0008*LP 5E*Cla*2020*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0280","30","p","T",NA,NA,2020,1,30,34,1.5,26,1436.7,15.4,2,NA,NA,NA,"30*N19-0280*LP 5E*Cla*2020*30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0280","30","p","T",NA,NA,2020,2,55,36,1.5,26,1143.9,13.8,2,NA,NA,NA,"55*N19-0280*LP 5E*Cla*2020*30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0280","30","p","T",NA,NA,2020,3,127,NA,NA,NA,1471.6,15.4,2,NA,NA,NA,"127*N19-0280*LP 5E*Cla*2020*30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0367","31","w","G",NA,NA,2020,1,28,42,1.5,32,856.3,15.5,2.5,NA,NA,NA,"28*N19-0367*LP 5E*Cla*2020*31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0367","31","w","G",NA,NA,2020,2,84,40,2.5,28,1209.7,16.5,2,NA,NA,NA,"84*N19-0367*LP 5E*Cla*2020*31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0367","31","w","G",NA,NA,2020,3,113,NA,NA,NA,1307.3,16.4,2,NA,NA,NA,"113*N19-0367*LP 5E*Cla*2020*31",NA,NA,NA,NA,NA,NA,NA,NA,NA
