"test","loc","population","cross","maturity_group","color","plot_length","row","year","plant_number","fc","det","pc","md","ht","lod","ag_score","sq","pro","oil","oil_13","po_13","p_o","id"
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1541",2017,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1542",2017,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1543",2017,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1544",2017,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1545",2017,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1546",2017,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1547",2017,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1548",2017,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1549",2017,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1550",2017,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1551",2017,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1552",2017,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1553",2017,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1554",2017,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1555",2017,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1556",2017,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1557",2017,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1558",2017,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1559",2017,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1560",2017,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1561",2017,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1562",2017,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1563",2017,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1564",2017,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1565",2017,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1566",2017,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1567",2017,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1568",2017,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1569",2017,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1570",2017,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1571",2017,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1572",2017,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1573",2017,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1574",2017,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1575",2017,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1576",2017,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1577",2017,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1578",2017,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1579",2017,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1580",2017,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1581",2017,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1582",2017,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1583",2017,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1584",2017,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1585",2017,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1586",2017,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1587",2017,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1588",2017,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1589",2017,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1590",2017,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1591",2017,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1592",2017,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1593",2017,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1594",2017,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1595",2017,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1596",2017,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1597",2017,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1598",2017,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1599",2017,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1600",2017,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1601",2017,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1602",2017,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1603",2017,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1604",2017,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1605",2017,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1606",2017,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1607",2017,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1608",2017,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1609",2017,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1610",2017,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1611",2017,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1612",2017,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1613",2017,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1614",2017,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1615",2017,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1616",2017,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1617",2017,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1618",2017,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1619",2017,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1620",2017,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1621",2017,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1622",2017,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1623",2017,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1624",2017,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1625",2017,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1626",2017,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1627",2017,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1628",2017,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1629",2017,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","R09-3789","CHECK",NA,NA,"18/14","N17-1630",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","R10-5828","CHECK",NA,NA,"18/14","N17-1631",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1632",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1633",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1634",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1635",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1636",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1637",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1638",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1639",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1640",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1641",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1642",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1643",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1644",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1645",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1646",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1647",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1648",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1649",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1650",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1651",2017,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1652",2017,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1653",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1654",2017,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1655",2017,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1656",2017,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1657",2017,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1658",2017,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1659",2017,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1660",2017,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1661",2017,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1662",2017,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1663",2017,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1664",2017,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1665",2017,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1666",2017,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1667",2017,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1668",2017,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1669",2017,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1670",2017,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1671",2017,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1672",2017,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1673",2017,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1674",2017,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1675",2017,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1676",2017,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1677",2017,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1678",2017,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1679",2017,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-039","5.5-6.0","No Paint","18/14","N17-1680",2017,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
