"test","loc","population","cross","maturity_group","color","plot_length","row","year","plant_number","fc","det","pc","md","ht","lod","ag_score","sq","pro","oil","oil_13","po_13","p_o","id"
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2356",2017,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2357",2017,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2358",2017,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2359",2017,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2360",2017,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2361",2017,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2362",2017,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2363",2017,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2364",2017,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2365",2017,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2366",2017,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2367",2017,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2368",2017,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2369",2017,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2370",2017,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2371",2017,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-054","5.5-6.0","No Paint","18/14","N17-2372",2017,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","GASF98-114","CHECK","7",NA,"18/14","N17-2373",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","NCC07-8138","CHECK","6.2",NA,"18/14","N17-2374",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","N11-9298","CHECK","6?",NA,"18/14","N17-2375",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","R11-7999","CHECK","5.7",NA,"18/14","N17-2376",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","NCC06-1090","CHECK","6.6",NA,"18/14","N17-2377",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","N11-9298","CHECK","6?",NA,"18/14","N17-2378",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2379",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2380",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2381",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2382",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2383",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2384",2017,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2385",2017,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2386",2017,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2387",2017,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2388",2017,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2389",2017,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2390",2017,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2391",2017,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2392",2017,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2393",2017,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2394",2017,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2395",2017,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2396",2017,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2397",2017,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2398",2017,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2399",2017,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2400",2017,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2401",2017,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2402",2017,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2403",2017,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2404",2017,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2405",2017,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2406",2017,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2407",2017,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2408",2017,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2409",2017,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2410",2017,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-01","5.5-6.4","Yellow","18/14","N17-2411",2017,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-02","5.5-6.4","Yellow","18/14","N17-2412",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-02","5.5-6.4","Yellow","18/14","N17-2413",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-02","5.5-6.4","Yellow","18/14","N17-2414",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-02","5.5-6.4","Yellow","18/14","N17-2415",2017,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-02","5.5-6.4","Yellow","18/14","N17-2416",2017,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-02","5.5-6.4","Yellow","18/14","N17-2417",2017,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2418",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2419",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2420",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2421",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2422",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2423",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2424",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2425",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2426",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2427",2017,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2428",2017,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2429",2017,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2430",2017,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2431",2017,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2432",2017,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2433",2017,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2434",2017,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2435",2017,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2436",2017,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2437",2017,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2438",2017,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2439",2017,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2440",2017,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2441",2017,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2442",2017,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-03","5.5-6.4","Yellow","18/14","N17-2443",2017,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-04","5.5-6.4","Yellow","18/14","N17-2444",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-04","5.5-6.4","Yellow","18/14","N17-2445",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-04","5.5-6.4","Yellow","18/14","N17-2446",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-04","5.5-6.4","Yellow","18/14","N17-2447",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-04","5.5-6.4","Yellow","18/14","N17-2448",2017,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2449",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2450",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2451",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2452",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2453",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2454",2017,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2455",2017,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-06","5.5-6.4","Yellow","18/14","N17-2456",2017,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-07","5.5-6.4","Yellow","18/14","N17-2457",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-07","5.5-6.4","Yellow","18/14","N17-2458",2017,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-07","5.5-6.4","Yellow","18/14","N17-2459",2017,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-07","5.5-6.4","Yellow","18/14","N17-2460",2017,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2461",2017,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2462",2017,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2463",2017,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2464",2017,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2465",2017,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2466",2017,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2467",2017,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2468",2017,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2469",2017,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2470",2017,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-08","5.5-6.4","Yellow","18/14","N17-2471",2017,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-09","5.5-6.4","Yellow","18/14","N17-2472",2017,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-09","5.5-6.4","Yellow","18/14","N17-2473",2017,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-10","5.5-6.4","Yellow","18/14","N17-2474",2017,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-10","5.5-6.4","Yellow","18/14","N17-2475",2017,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-10","5.5-6.4","Yellow","18/14","N17-2476",2017,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2477",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2478",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2479",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2480",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2481",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2482",2017,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2483",2017,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2484",2017,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2485",2017,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2486",2017,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2487",2017,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2488",2017,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2489",2017,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2490",2017,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2491",2017,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2492",2017,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 NC F5 SP","NCMX14-11","5.5-6.4","Yellow","18/14","N17-2493",2017,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
